record num,title,author_list,date
532,Voice congruency facilitates word recognition.,"Sandra Campeanu,Fergus I M Craik,Claude Alain",2013
533,The relationship between cortical blood flow and sub-cortical white-matter health across the adult age span.,"J Jean Chen,H Diana Rosas,David H Salat",2013
534,Confounding effects of phase delays on causality estimation.,"Vasily A Vakorin,Bratislav Mišić,Olga Krakovska,Gleb Bezgin,Anthony R McIntosh",2013
535,"Clinical, imaging, and pathological heterogeneity of the Alzheimer's disease syndrome.","Benjamin Lam,Mario Masellis,Morris Freedman,Donald T Stuss,Sandra E Black",2013
536,Multivariate statistical analyses for neuroimaging data.,"Anthony R McIntosh,Bratislav Mišić",2012
537,A case of apathy due to frontotemporal dementia responsive to memantine.,"Kira A Links,Sandra E Black,Ariel Graff-Guerrero,Alan A Wilson,Sylvain Houle,Bruce G Pollock,Tiffany W Chow",2012
538,Attentional modulation of primary interoceptive and exteroceptive cortices.,"Norman A S Farb,Zindel V Segal,Adam K Anderson",2012
539,"Incorporating new diagnostic schemas, genetics, and proteinopathy into the evaluation of frontotemporal degeneration.","Tiffany W Chow,Ammar A Alobaidy",
540,Friend or foe? Age moderates time-course specific responsiveness to trustworthiness cues.,"Raluca Petrican,Tammy English,James J Gross,Cheryl Grady,Tasmia Hai,Morris Moscovitch",2012
541,Real-time correction by optical tracking with integrated geometric distortion correction for reducing motion artifacts in functional MRI.,"David Rotenberg,Mark Chiew,Shawn Ranieri,Fred Tam,Rajiv Chopra,Simon J Graham",2012
542,The modulation of BOLD variability between cognitive states varies by age and processing speed.,"Douglas D Garrett,Natasa Kovacevic,Anthony R McIntosh,Cheryl L Grady",2012
543,Information processing architecture of functionally defined clusters in the macaque cortex.,"Kelly Shen,Gleb Bezgin,R Matthew Hutchison,Joseph S Gati,Ravi S Menon,Stefan Everling,Anthony R McIntosh",
544,Personal semantics: at the crossroads of semantic and episodic memory.,"Louis Renoult,Patrick S R Davidson,Daniela J Palombo,Morris Moscovitch,Brian Levine",2012
545,Physiotherapists have accurate expectations of their patients' future health-related quality of life after first assessment in a subacute rehabilitation setting.,"Steven M McPhail,Emily Nalder,Anne-Marie Hill,Terry P Haines",2013
546,P600-like positivity and Left Anterior Negativity responses are elicited by semantic reversibility in nonanomalous sentences.,"Jed A Meltzer,Allen R Braun",
547,Exploring age-related changes in dynamical non-stationarity in electroencephalographic signals during early adolescence.,"Vasily A Vakorin,Anthony R McIntosh,Bratislav Mišić,Olga Krakovska,Catherine Poulsen,Kristina Martinu,Tomáš Paus",2013
548,Dimensionality of brain networks linked to life-long individual differences in self-control.,"Marc G Berman,Grigori Yourganov,Mary K Askren,Ozlem Ayduk,B J Casey,Ian H Gotlib,Ethan Kross,Anthony R McIntosh,Stephen Strother,Nicole L Wilson,Vivian Zayas,Walter Mischel,Yuichi Shoda,John Jonides",
549,Height-based Indices of Pubertal Timing in Male Adolescents.,"Ammar Khairullah,Margaret T May,Kate Tilling,Laura D Howe,Gabriel Leonard,Michel Perron,Louis Richer,Suzanne Veillette,Zdenka Pausova,Tomáš Paus",
550,Attitudes of terminally ill older adults toward complementary and alternative medicine therapies.,"Cindy J Grief,Daphna Grossman,Mark Rootenberg,Linda Mah",
551,A mixture distribution of spatial attention.,"Jing Feng,Ian Spence",
552,Mindfulness meditation training alters cortical representations of interoceptive attention.,"Norman A S Farb,Zindel V Segal,Adam K Anderson",2012
553,Remote spatial memory in aging: all is not lost.,"R Shayna Rosenbaum,Gordon Winocur,Malcolm A Binns,Morris Moscovitch",2012
554,The neural basis of vivid memory is patterned on perception.,"Bradley R Buchsbaum,Sabrina Lemire-Rodger,Candice Fang,Hervé Abdi",2012
555,Orienting attention to sound object representations attenuates change deafness.,"Kristina C Backer,Claude Alain",2012
556,Tracing the route to path analysis in neuroimaging.,Anthony Randal McIntosh,2011
557,Envisioning quality psychosocial care in nursing homes: the role of social work.,"Kelsey Simons,Mercedes Bern-Klug,Sofia An",2012
558,Relating brain signal variability to knowledge representation.,"Jennifer J Heisz,Judith M Shedden,Anthony R McIntosh",2012
559,Interacting with nature improves cognition and affect for individuals with depression.,"Marc G Berman,Ethan Kross,Katherine M Krpan,Mary K Askren,Aleah Burson,Patricia J Deldin,Stephen Kaplan,Lindsey Sherdell,Ian H Gotlib,John Jonides",2012
560,KCTD8 gene and brain growth in adverse intrauterine environment: a genome-wide association study.,"Tomás Paus,Manon Bernard,M Mallar Chakravarty,George Davey Smith,Jesse Gillis,Anbarasu Lourdusamy,Melkaye G Melka,Gabriel Leonard,Paul Pavlidis,Michel Perron,G Bruce Pike,Louis Richer,Gunter Schumann,Nicholas Timpson,Roberto Toro,Suzanne Veillette,Zdenka Pausova",2011
561,Withholding response in the face of a smile: age-related differences in prefrontal sensitivity to Nogo cues following happy and angry faces.,"Rebecca M Todd,Wayne Lee,Jennifer W Evans,Marc D Lewis,Margot J Taylor",2012
562,Age differences in the frontoparietal cognitive control network: implications for distractibility.,"Karen L Campbell,Cheryl L Grady,Charisa Ng,Lynn Hasher",2012
563,Neural correlates of temporal integration in face recognition: an fMRI study.,"Yunjo Lee,David Anaki,Cheryl L Grady,Morris Moscovitch",2012
564,Happily distracted: mood and a benefit of attention dysregulation in older adults.,"Renée K Biss,Jennifer C Weeks,Lynn Hasher",2012
565,The cognitive neuroscience of ageing.,Cheryl Grady,2012
566,Age differences in default and reward networks during processing of personally relevant information.,"Cheryl L Grady,Omer Grigg,Charisa Ng",2012
567,The effects of chemotherapy on cognitive function in a mouse model: a prospective study.,"Gordon Winocur,Mark Henkelman,J Martin Wojtowicz,Haibo Zhang,Malcolm A Binns,Ian F Tannock",2012
568,Happy as a lark: morning-type younger and older adults are higher in positive affect.,"Renée K Biss,Lynn Hasher",2012
569,From N400 to N300: variations in the timing of semantic processing with repetition.,"Louis Renoult,Xiaoxiao Wang,Vincent Calcagno,Marie Prévost,J Bruno Debruille",2012
570,Hundreds of brain maps in one atlas: registering coordinate-independent primate neuro-anatomical data to a standard brain.,"Gleb Bezgin,Vasily A Vakorin,A John van Opstal,Anthony R McIntosh,Rembrandt Bakker",2012
571,Memory encoding and aging: a neurocognitive perspective.,"Fergus I M Craik,Nathan S Rose",2011
572,Attention and visuospatial working memory share the same processing resources.,"Jing Feng,Jay Pratt,Ian Spence",2012
573,A neuroanatomical examination of embodied cognition: semantic generation to action-related stimuli.,"Carrie Esopenko,Layla Gould,Jacqueline Cummine,Gordon E Sarty,Naila Kuhlmann,Ron Borowsky",2012
574,Brain signal variability relates to stability of behavior after recovery from diffuse brain injury.,"Anjali Raja Beharelle,Natasa Kovačević,Anthony R McIntosh,Brian Levine",2012
575,Production benefits both recollection and familiarity.,"Jason D Ozubko,Nigel Gopie,Colin M MacLeod",
576,Creating probabilistic maps of the face network in the adolescent brain: a multicentre functional MRI study.,"Amir M Tahmasebi,Eric Artiges,Tobias Banaschewski,Gareth J Barker,Ruediger Bruehl,Christian Büchel,Patricia J Conrod,Herta Flor,Hugh Garavan,Jürgen Gallinat,Andreas Heinz,Bernd Ittermann,Eva Loth,Klara Mareckova,Jean-Luc Martinot,Jean-Baptiste Poline,Marcella Rietschel,Michael N Smolka,Andreas Ströhle,Gunter Schumann,Tomáš Paus,IMAGEN Consortium",2011
577,A processing approach to the working memory/long-term memory distinction: evidence from the levels-of-processing span task.,"Nathan S Rose,Fergus I M Craik",2012
578,Is the link between anatomical structure and function equally strong at all cognitive levels of processing?,"Amir M Tahmasebi,Matthew H Davis,Conor J Wild,Jennifer M Rodd,Hélène Hakyemez,P Abolmaesumi,Ingrid S Johnsrude",2011
579,fMRI investigation of speed-accuracy strategy switching.,"Antonino Vallesi,Anthony R McIntosh,Cristiano Crescentini,Donald T Stuss",2011
580,Optimizing preprocessing and analysis pipelines for single-subject fMRI. I. Standard temporal motion and physiological noise correction methods.,"Nathan W Churchill,Anita Oder,Hervé Abdi,Fred Tam,Wayne Lee,Christopher Thomas,Jon E Ween,Simon J Graham,Stephen C Strother",2011
581,Musicians experience less age-related decline in central auditory processing.,"Benjamin Rich Zendel,Claude Alain",2011
582,Internalized timing of isochronous sounds is represented in neuromagnetic β oscillations.,"Takako Fujioka,Laurel J Trainor,Edward W Large,Bernhard Ross",
583,The hippocampus supports multiple cognitive processes through relational binding and comparison.,"Rosanna K Olsen,Sandra N Moses,Lily Riggs,Jennifer D Ryan",2012
584,Precise mapping of the somatotopic hand area using neuromagnetic steady-state responses.,"Shahab Jamali,Bernhard Ross",2012
585,Implicit temporal expectation attenuates auditory attentional blink.,"Dawei Shen,Claude Alain",2012
586,Neuroelectric evidence for cognitive association formation: an event-related potential investigation.,"Alice S N Kim,Malcolm A Binns,Claude Alain",2012
587,The amnesias.,"R Shayna Rosenbaum,Kelly J Murphy,Jill B Rich",2011
588,Interference in dichotic listening: the effect of contralateral noise on oscillatory brain networks.,"Bernhard Ross,Takahiro Miyazaki,Takako Fujioka",2011
589,Working memory and amnesia: the role of stimulus novelty.,"Nathan S Rose,Rosanna K Olsen,Fergus I M Craik,R Shayna Rosenbaum",2011
590,Changes in neuromagnetic beta-band oscillation after music-supported stroke rehabilitation.,"Takako Fujioka,Jon Erik Ween,Shahab Jamali,Donald T Stuss,Bernhard Ross",
591,Brain activity patterns uniquely supporting visual feature integration after traumatic brain injury.,"Anjali Raja Beharelle,Danielle Tisserand,Donald T Stuss,Anthony R McIntosh,Brian Levine",2011
592,Temporal attention facilitates short-term consolidation during a rapid serial auditory presentation task.,"Dawei Shen,Claude Alain",2011
593,The co-occurrence of multisensory facilitation and cross-modal conflict in the human brain.,"Andreea Oliviana Diaconescu,Claude Alain,Anthony Randal McIntosh",2011
594,"Conduction aphasia, sensory-motor integration, and phonological short-term memory - an aggregate analysis of lesion and fMRI data.","Bradley R Buchsbaum,Juliana Baldo,Kayoko Okada,Karen F Berman,Nina Dronkers,Mark D'Esposito,Gregory Hickok",2011
595,Holistic Representations of Internal and External Face Features are Used to Support Recognition.,"Jessica P K Chan,Jennifer D Ryan",2012
596,Empirical and theoretical aspects of generation and transfer of information in a neuromagnetic source network.,"Vasily A Vakorin,Bratislav Mišić,Olga Krakovska,Anthony Randal McIntosh",2011
597,Lifelong bilingualism maintains white matter integrity in older adults.,"Gigi Luk,Ellen Bialystok,Fergus I M Craik,Cheryl L Grady",
598,Cognitive control for language switching in bilinguals: A quantitative meta-analysis of functional neuroimaging studies.,"Gigi Luk,David W Green,Jubin Abutalebi,Cheryl Grady",
599,Short-term music training enhances verbal intelligence and executive function.,"Sylvain Moreno,Ellen Bialystok,Raluca Barac,E Glenn Schellenberg,Nicholas J Cepeda,Tom Chau",2011
600,What are the different initial presentations of frontotemporal dementia?,Tiffany W Chow,2011
601,The auditory dorsal pathway: orienting vision.,"Stephen R Arnott,Claude Alain",2011
602,The mindful brain and emotion regulation in mood disorders.,"Norman A S Farb,Adam K Anderson,Zindel V Segal",
603,Adult hippocampal neurogenesis and memory interference.,"Gordon Winocur,Suzanna Becker,Paul Luu,Shira Rosenzweig,J Martin Wojtowicz",2011
604,Distinct functional networks associated with improvement of affective symptoms and cognitive function during citalopram treatment in geriatric depression.,"Andreea Oliviana Diaconescu,Elisse Kramer,Carol Hermann,Yilong Ma,Vijay Dhawan,Thomas Chaly,David Eidelberg,Anthony Randal McIntosh,Gwenn S Smith",2010
605,"Reconsidering the use of ""explicit"" and ""implicit"" as terms to describe task requirements.",Jennifer D Ryan,
606,Production benefits learning: the production effect endures and improves memory for text.,"Jason D Ozubko,Kathleen L Hourihan,Colin M MacLeod",2012
607,Effect of age on variability in the production of text-based global inferences.,"Lynne J Williams,Joseph P Dunlop,Hervé Abdi",2012
608,Trajectories of behavioral disturbance in dementia.,"Tiffany W Chow,Jonathan D Fridhandler,Malcolm A Binns,Albert Lee,Jennifer Merrilees,Howie J Rosen,Robin Ketelle,Bruce L Miller",
609,Contributions of frontal and medial temporal lobe functioning to the errorless learning advantage.,"Nicole D Anderson,Emma B Guild,Andrée-Ann Cyr,Judith Roberts,Linda Clare",2012
610,A case of semantic variant primary progressive aphasia with severe insular atrophy.,"T W Chow,K A Links,D L Masterman,M F Mendez,H V Vinters",2011
611,Effects of age and background noise on processing a mistuned harmonic in an otherwise periodic complex sound.,"Claude Alain,Kelly McDonald,Patricia Van Roon",2011
612,Memory transformation and systems consolidation.,"Gordon Winocur,Morris Moscovitch",2011
613,Age-related differences in recognition memory: effects of materials and context change.,"Fergus I M Craik,Astrid M Schloerscheidt",
614,Donepezil reduces cognitive impairment associated with anti-cancer drugs in a mouse model.,"Gordon Winocur,Malcolm A Binns,Ian Tannock",2011
615,Right frontal lobe mediation of recollection- and familiarity-based verbal recognition memory: evidence from patients with tumor resections.,"Nicole D Anderson,Patrick S R Davidson,Warren P Mason,Fuqiang Gao,Malcolm A Binns,Gordon Winocur",2011
616,Functional embedding predicts the variability of neural activity.,"Bratislav Mišić,Vasily A Vakorin,Tomáš Paus,Anthony R McIntosh",2011
617,Testosterone-mediated sex differences in the face shape during adolescence: subjective impressions and objective features.,"Klára Marečková,Zohar Weinbrand,M Mallar Chakravarty,Claire Lawrence,Rosanne Aleong,Gabriel Leonard,Michel Perron,G Bruce Pike,Louis Richer,Suzanne Veillette,Zdenka Pausova,Tomáš Paus",2011
618,Face processing changes in normal aging revealed by fMRI adaptation.,"Yunjo Lee,Cheryl L Grady,Claudine Habak,Hugh R Wilson,Morris Moscovitch",2011
619,"Detailed descriptions of routes traveled, but not map-like knowledge, correlates with tests of hippocampal function in older adults.","Marnie Hirshhorn,Leorra Newman,Morris Moscovitch",2010
620,Recency Effects in the Inferior Parietal Lobe during Verbal Recognition Memory.,"Bradley R Buchsbaum,Donald Ye,Mark D'Esposito",2011
621,The prosthetics of vigilant attention: random cuing cuts processing demands.,"Charlene O'Connor,Ian H Robertson,Brian Levine",
622,The effects of prior exposure on face processing in younger and older adults.,"Jennifer J Heisz,Jennifer D Ryan",2011
623,The future of cognitive neurorehabilitation.,Donald T Stuss,2011
